id,chart,claude_nd_score,claude_smog_index,claude_gunning_fog_index,claude_flesch_kincaid_grade,claude_coleman_liau_index,claude_dictionary_confidence,claude_verification_supported_rate,claude_verification_supported_claims,claude_verification_contradicted_claims,claude_verification_insufficient_claims,claude_verification_total_claims,claude_word_count,claude_sentence_count,claude_words_per_number,claude_total_number_mentions,claude_numeric_token_count,claude_number_word_count,claude_polysyllabic_word_count,claude_total_syllables,claude_total_characters,claude_overview_and_main_message,claude_chart_structure,claude_relevant_patterns_trends_and_comparisons,claude_essential_key_details,gemini_nd_score,gemini_smog_index,gemini_gunning_fog_index,gemini_flesch_kincaid_grade,gemini_coleman_liau_index,gemini_dictionary_confidence,gemini_verification_supported_rate,gemini_verification_supported_claims,gemini_verification_contradicted_claims,gemini_verification_insufficient_claims,gemini_verification_total_claims,gemini_word_count,gemini_sentence_count,gemini_words_per_number,gemini_total_number_mentions,gemini_numeric_token_count,gemini_number_word_count,gemini_polysyllabic_word_count,gemini_total_syllables,gemini_total_characters,gemini_overview_and_main_message,gemini_chart_structure,gemini_relevant_patterns_trends_and_comparisons,gemini_essential_key_details,chatgpt_nd_score,chatgpt_smog_index,chatgpt_gunning_fog_index,chatgpt_flesch_kincaid_grade,chatgpt_coleman_liau_index,chatgpt_dictionary_confidence,chatgpt_verification_supported_rate,chatgpt_verification_supported_claims,chatgpt_verification_contradicted_claims,chatgpt_verification_insufficient_claims,chatgpt_verification_total_claims,chatgpt_word_count,chatgpt_sentence_count,chatgpt_words_per_number,chatgpt_total_number_mentions,chatgpt_numeric_token_count,chatgpt_number_word_count,chatgpt_polysyllabic_word_count,chatgpt_total_syllables,chatgpt_total_characters,chatgpt_overview_and_main_message,chatgpt_chart_structure,chatgpt_relevant_patterns_trends_and_comparisons,chatgpt_essential_key_details
01892,Evolució de finances per període,16.149068,8.415383,13.649498,10.128199,15.263851,98.136646,54.545455,6,4,1,11,161,13,6.192308,26,26,0,35,285,916,"This Line with Markers chart tracks the evolution of a finance indicator measured in M€ across 10 time periods, from 2016 to 2025. The data shows a strong upward trend (correlation: 1.00), rising from 28.7 in 2016 to 107.2 in 2025.","This is a Line with Markers chart. The X-axis represents time periods, spanning from 2016 to 2025 (10 periods). The Y-axis represents values in M€, ranging from 28.7 to 107.2. As a line chart, data points are connected to emphasise continuity and trends across the sequence. Data points are marked individually, aiding precise value identification.","The dominant pattern is a consistent upward trajectory across the observed period, with a linear correlation of 1.00. The peak value of 107.2 M€ occurs in 2025, while the lowest value of 28.7 M€ is recorded in 2016. Variability is moderate (coefficient of variation: 0.38).","The overall minimum value is 28.7 M€ and the maximum is 107.2 M€. The global average across all 10 data points is 68.3 M€, with a median of 67.7 and a standard deviation of 26.2. The linear correlation between time and the indicator value is 1.00.",,,,,,,,0,0,0,0,,,,,,,,,,,,,,21.6,6.306486,10.12,6.6546,12.69024,98.4,62.5,5,2,1,8,125,10,4.62963,27,27,0,16,184,656,"It tracks finance over time and the main message is growth from 28.7 in 2016 to 107.2 in 2025, even though the highest value is 107.2 in 2025.","This is a line chart with markers. Its purpose is to show how financial values change over time. The X-axis shows 10 time periods from 2016 to 2025. The Y-axis measures financial value in M€, with a charted data minimum of 28.7, a maximum of 107.2, and an overall average of 68.3.","The series ends above its opening level, moving from 28.7 to 107.2. The peak occurs in 2025 at 107.2, while the trough occurs in 2016 at 28.7. Change is broadly steady rather than erratic.","The plotted values span from a minimum of 28.7 to a maximum of 107.2, with an overall average of 68.3 M€. The key milestones are 2025 at 107.2, 2016 at 28.7, and the latest period 2025 at 107.2."
01895,Indicadors de demografia per categoria,,,,,,,,0,0,0,0,,,,,,,,,,,,,,4.424779,8.730611,15.790507,10.449992,14.465133,98.230088,0.0,0,0,6,6,113,11,22.6,5,4,1,33,211,637,This chart presents the annual continuity of demographic tracking percentages. The core message is the persistent binary nature of the proportional data over the timeline.,This is a 100% Stacked Bar chart. The X-axis marks the tracking years. The Y-axis marks the relative population data up to 100%.,Data points jump from the zero population baseline to the absolute visual maximum. The internal dynamics of the chart are fixed strictly by relative boundaries. There is no discernible fractional or diagonal growth curve.,The minimum floor of the demographic data is permanently established at 0.0%. The maximum cap of the demographic data is permanently maintained at 100.0%. The dataset mean perfectly mirrors the binary distribution of the timeline.,,,,,,,,0,0,0,0,,,,,,,,,,,,,
01898,Evolució de finances per període,16.149068,8.534756,13.897946,10.201491,15.482981,98.136646,36.363636,4,6,1,11,161,13,6.192308,26,26,0,36,286,922,"This Line with Markers chart tracks the evolution of a finance indicator measured in M€ across 9 time periods, from 2017 to 2025. The data shows a strong downward trend (correlation: -0.76), declining from 91.8 in 2017 to 70.4 in 2025.","This is a Line with Markers chart. The X-axis represents time periods, spanning from 2017 to 2025 (9 periods). The Y-axis represents values in M€, ranging from 59.6 to 121.4. As a line chart, data points are connected to emphasise continuity and trends across the sequence. Data points are marked individually, aiding precise value identification.","The dominant pattern is a consistent downward trajectory across the observed period, with a linear correlation of -0.76. The peak value of 121.4 M€ occurs in 2019, while the lowest value of 59.6 M€ is recorded in 2024. Variability is moderate (coefficient of variation: 0.27).","The overall minimum value is 59.6 M€ and the maximum is 121.4 M€. The global average across all 9 data points is 90.5 M€, with a median of 91.8 and a standard deviation of 24.2. The linear correlation between time and the indicator value is -0.76.",,,,,,,,0,0,0,0,,,,,,,,,,,,,,20.454545,6.500577,10.431515,6.721636,12.025758,98.484848,50.0,4,3,1,8,132,10,4.888889,27,27,0,17,192,675,"It tracks finance over time and the main message is decline from 91.8 in 2017 to 70.4 in 2025, with the low point at 59.6 in 2024.","This is a line chart with markers. Its purpose is to show how financial values change over time. The X-axis shows 9 time periods from 2017 to 2025. The Y-axis measures financial value in M€, with a charted data minimum of 59.6, a maximum of 121.4, and an overall average of 90.5.","The series ends below its opening level, moving from 91.8 to 70.4. The peak occurs in 2019 at 121.4, while the trough occurs in 2024 at 59.6. The series changes direction a few times, so the pattern is uneven rather than smooth.","The plotted values span from a minimum of 59.6 to a maximum of 121.4, with an overall average of 90.5 M€. The key milestones are 2019 at 121.4, 2024 at 59.6, and the latest period 2025 at 70.4."
01907,Evolució de web analytics per període,15.568862,8.415383,13.521695,10.758922,16.471617,94.011976,36.363636,4,6,1,11,167,13,6.423077,26,26,0,35,302,982,"This Line with Markers chart tracks the evolution of a web analytics indicator measured in milers de sessions across 7 time periods, from 2019 to 2025. The data shows a moderate downward tendency (correlation: -0.20), moving from 226.6 in 2019 to 226.6 in 2025.","This is a Line with Markers chart. The X-axis represents time periods, spanning from 2019 to 2025 (7 periods). The Y-axis represents values in milers de sessions, ranging from 226.6 to 441. As a line chart, data points are connected to emphasise continuity and trends across the sequence. Data points are marked individually, aiding precise value identification.","The data shows a moderate downward tendency (correlation: -0.20). The peak value of 441 milers de sessions occurs in 2021, while the lowest value of 226.6 milers de sessions is recorded in 2025. Variability is moderate (coefficient of variation: 0.32).","The overall minimum value is 226.6 milers de sessions and the maximum is 441 milers de sessions. The global average across all 7 data points is 257.2 milers de sessions, with a median of 226.6 and a standard deviation of 81.0. The linear correlation between time and the indicator value is -0.20.",,,,,,,,0,0,0,0,,,,,,,,,,,,,,17.142857,7.395011,11.885714,8.497143,12.913714,96.428571,62.5,5,2,1,8,140,10,5.833333,24,24,0,22,221,734,"It tracks web analytics over time and the main message is relative stability around an overall average of 257.2 milers de sessions, with values ranging from 226.6 to 441.","This is a line chart with markers. Its purpose is to show how web analytics volume changes over time. The X-axis shows 7 time periods from 2019 to 2025. The Y-axis measures web analytics volume in milers de sessions, with a charted data minimum of 226.6, a maximum of 441, and an overall average of 257.2.","The opening value of 226.6 and closing value of 226.6 are fairly close relative to the full range. The peak occurs in 2021 at 441, while the trough occurs in 2019 at 226.6. The series is broadly stable overall.","The plotted values span from a minimum of 226.6 to a maximum of 441, with an overall average of 257.2 milers de sessions. The key milestones are 2021 at 441, 2019 at 226.6, and the latest period 2025 at 226.6."
01910,Indicadors de salut per categoria,,,,,,,,0,0,0,0,,,,,,,,,,,,,,4.081633,8.991284,,12.327403,19.397551,93.877551,0.0,0,0,8,8,98,11,24.5,4,3,1,35,203,642,"This chart outlines the volume footprint of various health departments proportionally. The main message is the predictable, tiered nature of medical service volume expressed as a percentage.",This is a 100% Stacked Bar chart. The X-axis names the medical departments. The Y-axis represents relative percentage up to 100%.,"Each active department displays the same internal percentage hierarchy. Volume tiers are tightly grouped, easily distinguishable, and hit the upper limit. The visual percentage weight is evenly distributed horizontally.",Minimum relative footprints reflect lower-tier zero statuses. Maximum relative footprints reflect upper-tier 100% statuses. Overall averages provide a perfect mathematical center between active blocks.,,,,,,,,0,0,0,0,,,,,,,,,,,,,
01914,Indicadors de operacions per categoria,10.404624,8.689052,13.859152,10.76776,13.620116,81.50289,80.0,8,1,1,10,173,12,9.611111,18,18,0,35,304,926,"This Line with Markers chart displays a operations indicator measured in milers de comandes across 4 ordinal levels, from Molt baix to Alt. The highest value is found at Baix (147 milers de comandes) and the lowest at Alt (75 milers de comandes).","This is a Line with Markers chart. The X-axis represents 4 ordinal intensity levels: Molt baix, Baix, Mitjà, Alt. The Y-axis represents values in milers de comandes, ranging from 75 to 147. As a line chart, data points are connected to emphasise continuity and trends across the sequence. Data points are marked individually, aiding precise value identification.","Values range from 75 to 147 milers de comandes across the ordinal levels, a spread of 72. The highest value (147 milers de comandes) occurs at the Baix level, while the lowest (75 milers de comandes) is at Alt. Variability across levels is moderate to high (coefficient of variation: 0.39).","The overall minimum value is 75 milers de comandes and the maximum is 147 milers de comandes. The global average across all 4 data points is 93 milers de comandes, with a median of 75 and a standard deviation of 36.",,,,,,,,0,0,0,0,,,,,,,,,,,,,,8.379888,9.193204,14.757765,10.772006,11.683575,89.944134,87.5,7,0,1,8,179,10,11.933333,15,15,0,34,294,887,"It compares operations across categories and the main message is the contrast between the lowest category, Molt baix at 75, and the highest category, Baix at 147, around an overall average of 93 milers de comandes.","This is a line chart with markers. Its purpose is to compare operations indicators across categories. The X-axis lists 4 ordered categories: Molt baix, Baix, Mitjà, and Alt. The Y-axis measures order volume in milers de comandes, with a charted data minimum of 75, a maximum of 147, and an overall average of 93.","The lowest category is Molt baix at 75, and the highest is Baix at 147. The pattern is uneven across categories, so the chart is better read as a set of contrasts than as a smooth progression. The overall average is 93, which provides a midpoint for judging which categories are notably above or below the centre of the distribution.","The values run from a minimum of 75 to a maximum of 147, with an average of 93 milers de comandes. The most important reference points are Molt baix at 75, Baix at 147, and the full category span from Molt baix to Alt."
01925,Evolució demogràfica anual,,,,,,,,0,0,0,0,,,,,,,,,,,,,,3.960396,8.597312,16.345995,11.824572,17.013069,96.039604,0.0,0,0,6,6,101,11,25.25,4,2,2,32,204,619,This chart tracks multi-year population percentages. The core message is the completely static behavior of relative demographic metrics over the passing years.,This is a 100% Stacked Bar chart. The X-axis defines the tracking years. The Y-axis defines the relative population volume up to 100%.,Static proportional behavior is definitively evident across the timeline. There is no evidence of escalating or diminishing values beyond the strict chart limits. The visual presentation is highly standardized and essentially binary.,Minimum metric floors are hard-set at zero. Maximum metric ceilings are hard-set at one hundred. The general average seamlessly represents the distribution of active chronological percentages.,,,,,,,,0,0,0,0,,,,,,,,,,,,,
01934,Evolució de finances per període,16.149068,8.415383,13.649498,10.128199,15.263851,98.136646,54.545455,6,4,1,11,161,13,6.192308,26,26,0,35,285,916,"This Line with Markers chart tracks the evolution of a finance indicator measured in M€ across 11 time periods, from 2015 to 2025. The data shows a strong upward trend (correlation: 1.00), rising from 29.4 in 2015 to 103.9 in 2025.","This is a Line with Markers chart. The X-axis represents time periods, spanning from 2015 to 2025 (11 periods). The Y-axis represents values in M€, ranging from 29.4 to 103.9. As a line chart, data points are connected to emphasise continuity and trends across the sequence. Data points are marked individually, aiding precise value identification.","The dominant pattern is a consistent upward trajectory across the observed period, with a linear correlation of 1.00. The peak value of 103.9 M€ occurs in 2025, while the lowest value of 29.4 M€ is recorded in 2015. Variability is moderate (coefficient of variation: 0.36).","The overall minimum value is 29.4 M€ and the maximum is 103.9 M€. The global average across all 11 data points is 66.3 M€, with a median of 63.9 and a standard deviation of 24.0. The linear correlation between time and the indicator value is 1.00.",,,,,,,,0,0,0,0,,,,,,,,,,,,,,21.6,6.306486,10.12,6.6546,12.69024,98.4,62.5,5,2,1,8,125,10,4.62963,27,27,0,16,184,656,"It tracks finance over time and the main message is growth from 29.4 in 2015 to 103.9 in 2025, even though the highest value is 103.9 in 2025.","This is a line chart with markers. Its purpose is to show how financial values change over time. The X-axis shows 11 time periods from 2015 to 2025. The Y-axis measures financial value in M€, with a charted data minimum of 29.4, a maximum of 103.9, and an overall average of 66.3.","The series ends above its opening level, moving from 29.4 to 103.9. The peak occurs in 2025 at 103.9, while the trough occurs in 2015 at 29.4. Change is broadly steady rather than erratic.","The plotted values span from a minimum of 29.4 to a maximum of 103.9, with an overall average of 66.3 M€. The key milestones are 2025 at 103.9, 2015 at 29.4, and the latest period 2025 at 103.9."
01936,Evolució de clima per període,13.537118,8.270821,12.744221,10.1509,14.434236,90.393013,30.769231,4,7,2,13,229,15,7.387097,31,30,1,38,384,1253,"This Line with Markers chart tracks the evolution of a climate indicator measured in ktCO₂e across 11 time periods, from 2015 to 2025, broken down by three greenhouse gas types (CO₂, Metà, Òxid nitrós). The data shows a strong upward trend (correlation: 0.75).","This is a Line with Markers chart. The X-axis represents time periods, spanning from 2015 to 2025 (11 periods). The Y-axis represents values in ktCO₂e, ranging from 123.5 to 194.1. Each time period includes 3 data series (CO₂, Metà, Òxid nitrós), representing greenhouse gas types. As a line chart, data points are connected to emphasise continuity and trends across the sequence. Data points are marked individually, aiding precise value identification.","Across all time periods, the Òxid nitrós series consistently records the highest values (average: 176.0 ktCO₂e), followed by Metà (163.0 ktCO₂e) and CO₂ (150.1 ktCO₂e). The dominant pattern is a consistent upward trajectory (correlation: 0.75), with the peak at 182.5 ktCO₂e in 2022 and the trough at 140.8 ktCO₂e in 2018. Overall variability is low with a coefficient of variation of 0.14 across all 33 data points.","The overall minimum value is 123.5 ktCO₂e and the maximum is 194.1 ktCO₂e. The global average across all 33 data points is 163.0 ktCO₂e, with a median of 170.3 and a standard deviation of 22.6. By greenhouse gas types, averages are: Òxid nitrós at 176.0, Metà at 163.0, and CO₂ at 150.1 ktCO₂e. The linear correlation between time and the indicator value is 0.75.",,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.483516,7.749512,12.332468,9.016573,12.521758,92.857143,22.222222,2,5,2,9,182,11,6.066667,30,30,0,26,280,932,"It tracks climate over time and the main message is that average yearly levels rise from 143.1 in 2015 to 179.4 in 2025, while Òxid nitrós has the highest average series value at 176 and CO₂ the lowest at 150.1.","This is a line chart with markers. Its purpose is to show how climate-related emissions change over time. The X-axis shows 11 time periods from 2015 to 2025. The Y-axis measures emissions in ktCO₂e, with a charted data minimum of 123.5, a maximum of 194.1, and an overall average of 163. The plotted series are CO₂, Metà, and Òxid nitrós.","Across the full period, the series averages are ordered from CO₂ at 150.1 up to Òxid nitrós at 176. The average across all series is lowest in 2018 at 140.8 and highest in 2022 at 182.5. The average level across series rises from 143.1 at the start to 179.4 at the end, although not necessarily in a straight line.","Across all plotted values, the minimum is 123.5, the maximum is 194.1, and the overall average is 163 ktCO₂e. The lowest yearly average is 140.8 in 2018, the highest yearly average is 182.5 in 2022, and CO₂ averages 150.1, Metà averages 163, and Òxid nitrós averages 176."
01940,Indicadors de educació per categoria,,,,,,,,0,0,0,0,,,,,,,,,,,,,,6.521739,8.461913,,10.887036,16.58,96.73913,0.0,0,0,5,5,92,11,15.333333,6,4,2,31,181,562,This chart maps relative student distribution across educational fields. The main takeaway is the uniform proportional weighting for all active academic tracks.,This is a 100% Stacked Bar chart. The X-axis lists the academic fields. The Y-axis represents percentage values up to 100%.,"Active academic fields form the flat apex of the chart. Inactive academic fields form the flat, zero-level foundation. The structural disparity fundamentally defines the visual output of the dataset.",Minimum percentage counts rest at exactly 0.0%. Maximum percentage counts peak at exactly 100.0%. The final average mathematically bridges these two opposing active states.,,,,,,,,0,0,0,0,,,,,,,,,,,,,
01946,Evolució de finances per període,16.56051,8.415383,13.747967,10.314904,15.530955,98.089172,36.363636,4,6,1,11,157,13,6.038462,26,26,0,35,282,902,"This Line with Markers chart tracks the evolution of a finance indicator measured in M€ across 7 time periods, from 2019 to 2025. The data shows a moderate upward tendency (correlation: 0.54), moving from 54.7 in 2019 to 58.9 in 2025.","This is a Line with Markers chart. The X-axis represents time periods, spanning from 2019 to 2025 (7 periods). The Y-axis represents values in M€, ranging from 50.1 to 87.1. As a line chart, data points are connected to emphasise continuity and trends across the sequence. Data points are marked individually, aiding precise value identification.","The data shows a moderate upward tendency (correlation: 0.54). The peak value of 87.1 M€ occurs in 2024, while the lowest value of 50.1 M€ is recorded in 2020. Variability is relatively low (coefficient of variation: 0.19), suggesting fairly stable values.","The overall minimum value is 50.1 M€ and the maximum is 87.1 M€. The global average across all 7 data points is 65.6 M€, with a median of 64.8 and a standard deviation of 12.6. The linear correlation between time and the indicator value is 0.54.",,,,,,,,0,0,0,0,,,,,,,,,,,,,,20.610687,6.872334,11.041527,7.264038,12.41771,98.473282,62.5,5,2,1,8,131,10,4.851852,27,27,0,19,197,679,"It tracks finance over time and the main message is growth from 54.7 in 2019 to 58.9 in 2025, even though the highest value is 87.1 in 2024.","This is a line chart with markers. Its purpose is to show how financial values change over time. The X-axis shows 7 time periods from 2019 to 2025. The Y-axis measures financial value in M€, with a charted data minimum of 50.1, a maximum of 87.1, and an overall average of 65.6.","The series ends above its opening level, moving from 54.7 to 58.9. The peak occurs in 2024 at 87.1, while the trough occurs in 2020 at 50.1. The series fluctuates repeatedly, so variation is an important part of the pattern.","The plotted values span from a minimum of 50.1 to a maximum of 87.1, with an overall average of 65.6 M€. The key milestones are 2024 at 87.1, 2020 at 50.1, and the latest period 2025 at 58.9."
01955,Evolució de vendes per canal,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0.0,8.042049,14.420583,10.321012,14.411321,97.169811,0.0,0,0,3,3,106,11,,0,0,0,28,199,600,"This chart measures the constancy of revenue parameters over a defined era. The main message is the predictable, flat nature of the historical revenue timeline.",This is a Clustered Bar chart. The X-axis represents the era in tracking years. The Y-axis measures revenue in millions of euros.,"The revenue timeline is devoid of notable arcs, slopes, or recessions. Component sales channels retain their exact hierarchical vertical spacing. The data is definitively characterized by its chronologic flatness.","Lowest recorded digital metrics remain steady over time. Peak physical metrics do not exhibit compounding growth. The calculated mean is a highly stable, concluding point of reference for the dataset.",,,,,,,,0,0,0,0,,,,,,,,,,,,,
01957,Evolució de vendes per període,11.165049,8.396118,13.07018,10.36896,13.900388,96.601942,50.0,6,4,2,12,206,14,8.956522,23,22,1,37,353,1111,"This Line with Markers chart tracks the evolution of a sales indicator measured in M€ across 5 time periods, from Gen to Mai, broken down by three geographical regions (Nord, Centre, Sud). The data varies across the period from Gen to Mai, peaking at 141.6 M€ in Mai.","This is a Line with Markers chart. The X-axis represents time periods, spanning from Gen to Mai (5 periods). The Y-axis represents values in M€, ranging from 76.2 to 162.7. Each time period includes 3 data series (Nord, Centre, Sud), representing geographical regions. As a line chart, data points are connected to emphasise continuity and trends across the sequence. Data points are marked individually, aiding precise value identification.","Across all time periods, the Sud series consistently records the highest values (average: 140.3 M€), followed by Centre (121.7 M€) and Nord (103.3 M€). The data varies across the period, peaking at 141.6 M€ in Mai and reaching its lowest at 92.6 M€ in Feb. Overall variability is moderate with a coefficient of variation of 0.24 across all 15 data points.","The overall minimum value is 76.2 M€ and the maximum is 162.7 M€. The global average across all 15 data points is 121.8 M€, with a median of 120.2 and a standard deviation of 29.0. By geographical regions, averages are: Sud at 140.3, Centre at 121.7, and Nord at 103.3 M€.",,,,,,,,0,0,0,0,,,,,,,,,,,,,,12.290503,7.599022,12.095683,8.555246,11.156872,96.648045,33.333333,3,4,2,9,179,11,8.136364,22,22,0,25,270,876,"It tracks sales over time and the main message is that average yearly levels rise from 93.4 in Gen to 141.6 in Mai, while Sud has the highest average series value at 140.3 and Nord the lowest at 103.3.","This is a line chart with markers. Its purpose is to show how sales change over time. The X-axis shows 5 time periods from Gen to Mai. The Y-axis measures sales in M€, with a charted data minimum of 76.2, a maximum of 162.7, and an overall average of 121.8. The plotted series are Nord, Centre, and Sud.","Across the full period, the series averages are ordered from Nord at 103.3 up to Sud at 140.3. The average across all series is lowest in Feb at 92.6 and highest in Mai at 141.6. The average level across series rises from 93.4 at the start to 141.6 at the end, although not necessarily in a straight line.","Across all plotted values, the minimum is 76.2, the maximum is 162.7, and the overall average is 121.8 M€. The lowest yearly average is 92.6 in Feb, the highest yearly average is 141.6 in Mai, and Nord averages 103.3, Centre averages 121.7, and Sud averages 140.3."
01963,Evolució de vendes per període,11.165049,8.28188,12.876006,10.197115,13.358058,96.601942,66.666667,8,2,2,12,206,14,8.956522,23,22,1,36,350,1092,"This Line with Markers chart tracks the evolution of a sales indicator measured in M€ across 2 time periods, from T1 to T2, broken down by three geographical regions (Nord, Centre, Sud). The data varies across the period from T1 to T2, peaking at 189 M€ in T2.","This is a Line with Markers chart. The X-axis represents time periods, spanning from T1 to T2 (2 periods). The Y-axis represents values in M€, ranging from 77.6 to 189. Each time period includes 3 data series (Nord, Centre, Sud), representing geographical regions. As a line chart, data points are connected to emphasise continuity and trends across the sequence. Data points are marked individually, aiding precise value identification.","Across all time periods, the Sud series consistently records the highest values (average: 152.7 M€), followed by Centre (142.8 M€) and Nord (133.3 M€). The data varies across the period, peaking at 189 M€ in T2 and reaching its lowest at 96.9 M€ in T1. Overall variability is moderate with a coefficient of variation of 0.36 across all 6 data points.","The overall minimum value is 77.6 M€ and the maximum is 189 M€. The global average across all 6 data points is 142.9 M€, with a median of 152.7 and a standard deviation of 51.9. By geographical regions, averages are: Sud at 152.7, Centre at 142.8, and Nord at 133.3 M€.",,,,,,,,0,0,0,0,,,,,,,,,,,,,,12.290503,7.288726,11.648756,8.159716,10.499888,96.648045,66.666667,6,2,1,9,179,11,8.136364,22,22,0,23,264,856,"It tracks sales over time and the main message is that average yearly levels rise from 96.9 in T1 to 189 in T2, while Sud has the highest average series value at 152.7 and Nord the lowest at 133.3.","This is a line chart with markers. Its purpose is to show how sales change over time. The X-axis shows 2 time periods from T1 to T2. The Y-axis measures sales in M€, with a charted data minimum of 77.6, a maximum of 189, and an overall average of 142.9. The plotted series are Nord, Centre, and Sud.","Across the full period, the series averages are ordered from Nord at 133.3 up to Sud at 152.7. The average across all series is lowest in T1 at 96.9 and highest in T2 at 189. The average level across series rises from 96.9 at the start to 189 at the end, although not necessarily in a straight line.","Across all plotted values, the minimum is 77.6, the maximum is 189, and the overall average is 142.9 M€. The lowest yearly average is 96.9 in T1, the highest yearly average is 189 in T2, and Nord averages 133.3, Centre averages 142.8, and Sud averages 152.7."
01970,Evolució de finances per període,13.636364,8.996423,15.128072,10.791039,14.652208,98.051948,70.0,7,2,1,10,154,13,7.333333,21,20,1,40,284,863,"This Line with Markers chart tracks the evolution of a finance indicator measured in M€ across 9 time periods, from 2017 to 2025. The indicator remains completely constant at 59.8 M€ throughout the entire period.","This is a Line with Markers chart. The X-axis represents time periods, spanning from 2017 to 2025 (9 periods). The Y-axis represents values in M€, ranging from 59.8 to 59.8. As a line chart, data points are connected to emphasise continuity and trends. Data points are marked individually, aiding precise value identification.","The indicator is completely flat at 59.8 M€ across all 9 periods, with zero variation. There is no discernible trend, fluctuation, or outlier in the data. The standard deviation is 0 and the coefficient of variation is 0, confirming absolute uniformity.","The overall minimum value is 59.8 M€ and the maximum is 59.8 M€. The global average across all 9 data points is 59.8 M€, with a median of 59.8 and a standard deviation of 0. The linear correlation between time and the indicator value is 0.00.",6.153846,8.177475,13.871795,9.784231,13.807692,97.692308,75.0,3,1,0,4,130,12,16.25,8,5,3,31,233,715,"This chart tracks the evolution of financial values over a nine-year period. The main takeaway is that the financial metric remains completely static, showing zero variance or growth throughout the entire observed timeframe.","This is a Line chart with markers. The X-axis represents chronological years from 2017 to 2025. The Y-axis represents the financial value in millions of euros (M€), with a fixed scale since the value does not fluctuate. A single data series named ""Valor"" is plotted.","The data points form a perfectly horizontal line across all nine years. There are no periods of growth, decline, or volatility. The financial metric is consistently maintained without any deviation.",The absolute minimum value recorded is 59.8 M€. The absolute maximum value recorded is 59.8 M€. The global average value across the period is exactly 59.8 M€.,12.121212,8.166043,13.199134,8.60158,12.442667,98.787879,55.555556,5,2,2,9,165,14,8.25,20,18,2,35,274,863,"This line chart with markers is about the evolution of finances over time. The main takeaway is complete stability: the same value is repeated at every period. The overall minimum value shown is 59.8, the maximum is 59.8, and the average value is 59.8 M€.","It is a line chart with markers. The purpose of the chart is to show how finances changes across periods. It contains one series, “Valor”. The X-axis lists 9 ordered periods from “2017” to “2025”. The Y-axis shows values in M€, ranging from 59.8 to 59.8.","Every period has exactly the same value, so there is no upward, downward, or cyclical movement to interpret. The minimum, maximum, and average all coincide at 59.8, which means the chart functions as a flat baseline rather than a changing trend. Because the range is zero, comparisons across periods only confirm consistency.","The overall average is 59.8 M€, with a minimum of 59.8 and a maximum of 59.8. The highest period or category is “2017” at 59.8, and the lowest is “2017” at 59.8. A useful midpoint reference is “2021” at 59.8."
01994,Evolució de finances per període,17.449664,8.294292,13.712132,9.945772,15.713557,97.986577,36.363636,4,6,1,11,149,13,5.730769,26,26,0,34,266,864,"This Line with Markers chart tracks the evolution of a finance indicator measured in M€ across 7 time periods, from 2019 to 2025. The data shows a moderate downward tendency (correlation: -0.43), moving from 114.6 in 2019 to 114.6 in 2025.","This is a Line with Markers chart. The X-axis represents time periods, spanning from 2019 to 2025 (7 periods). The Y-axis represents values in M€, ranging from 61.5 to 114.6. As a line chart, data points are connected to emphasise continuity and trends. Data points are marked individually, aiding precise value identification.","The data shows a moderate downward tendency (correlation: -0.43). The peak value of 114.6 M€ occurs in 2019, while the lowest value of 61.5 M€ is recorded in 2024. Variability is moderate (coefficient of variation: 0.31).","The overall minimum value is 61.5 M€ and the maximum is 114.6 M€. The global average across all 7 data points is 91.8 M€, with a median of 114.6 and a standard deviation of 28.4. The linear correlation between time and the indicator value is -0.43.",10.948905,8.564023,14.493674,9.36177,14.698394,96.350365,44.444444,4,3,2,9,137,12,9.133333,15,12,3,34,238,771,"This chart illustrates the evolution of a financial metric over a seven-year period. The primary message is that the financial performance alternates between two distinct, flat plateaus without any gradual transitions.","This is a Line chart with markers. The X-axis displays consecutive years from 2019 to 2025. The Y-axis measures financial value in millions of euros (M€), with a range spanning from 61.5 to 114.6. The chart contains a single series named ""Valor"".","The financial value starts high from 2019 to 2021, drops abruptly, and then remains low from 2022 to 2024. In 2025, the value abruptly returns to its initial high peak. There is no moderate or incremental change; the data only registers at the absolute minimum or maximum boundaries.",The minimum financial value recorded during the period is 61.5 M€. The maximum financial value reaches 114.6 M€. The global average over the seven-year span is 91.84 M€.,18.35443,7.433214,11.856058,7.482315,12.726329,98.734177,63.636364,7,3,1,11,158,14,5.448276,29,28,1,29,250,837,"This line chart with markers is about the evolution of finances over time. The main takeaway is broad stability around an average of 91.84 M€, despite a spread from 61.5 to 114.6. The overall minimum value shown is 61.5, the maximum is 114.6, and the average value is 91.84 M€.","It is a line chart with markers. The purpose of the chart is to show how finances changes across periods. It contains one series, “Valor”. The X-axis lists 7 ordered periods from “2019” to “2025”. The Y-axis shows values in M€, ranging from 61.5 to 114.6.","The series starts and ends at the same level of 114.6, so change happens only within the intervening periods. The highest point is “2019” at 114.6, and the lowest is “2022” at 61.5. Relative to the overall average of 91.84, 4 periods are above average and 3 are below average.","The overall average is 91.84 M€, with a minimum of 61.5 and a maximum of 114.6. The highest period or category is “2019” at 114.6, and the lowest is “2022” at 61.5. A useful midpoint reference is “2022” at 61.5."
